entity_id,state,last_changed,current_temperature,hvac_action,target_temp_high,target_temp_low,temperature
sensor.corridoio_temperatura_2,18.802038299705554,2026-01-14T10:00:00.000Z
sensor.corridoio_temperatura_2,18.735705086669444,2026-01-14T11:00:00.000Z
sensor.corridoio_temperatura_2,18.6672996136,2026-01-14T12:00:00.000Z
sensor.corridoio_temperatura_2,18.606852722533333,2026-01-14T13:00:00.000Z
sensor.corridoio_temperatura_2,18.556140636455556,2026-01-14T14:00:00.000Z
sensor.corridoio_temperatura_2,18.51743795173333,2026-01-14T15:00:00.000Z
sensor.corridoio_temperatura_2,18.58648675975,2026-01-14T16:00:00.000Z
sensor.corridoio_temperatura_2,18.661899913633334,2026-01-14T17:00:00.000Z
sensor.corridoio_temperatura_2,18.729113184905554,2026-01-14T18:00:00.000Z
sensor.corridoio_temperatura_2,18.89637903355,2026-01-14T19:00:00.000Z
sensor.corridoio_temperatura_2,19.326084482661113,2026-01-14T20:00:00.000Z
sensor.corridoio_temperatura_2,19.715724826391668,2026-01-14T21:00:00.000Z
